FIPS_people,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
21087,94.96,1.97,0.15,0.3,1.41,1.29
21089,96.86,0.69,0.5,0.23,0.77,0.97
21091,96.7,0.82,0.22,0.18,1.1,1.07
21093,77.83,11.25,1.96,0.46,5.04,3.55
21095,95.74,2.18,0.34,0.12,0.72,0.96
21097,94.69,2.01,0.2,0.19,1.79,1.17
21099,92.15,4.85,0.2,0.16,1.43,1.26
21101,88.16,7.71,0.42,0.17,1.86,1.73
21103,92.58,2.66,0.19,0.23,2.9,1.64
21105,87.68,9.2,0.22,0.24,1.16,1.57
21107,89.39,6.54,0.55,0.12,1.56,1.94
21109,98.55,0.1,0.08,0.13,0.62,0.54
21111,70.51,20.57,2.18,0.2,4.39,2.25
21113,91.25,3.06,0.98,0.23,2.78,1.83
21115,98.05,0.24,0.39,0.12,0.47,0.79
21117,89.8,4.55,0.88,0.15,2.65,1.98
21119,97.98,0.71,0.09,0.06,0.61,0.62
21121,96.62,1.08,0.21,0.21,0.85,1.1
21123,92.27,3.11,0.18,0.25,2.83,1.57
21125,96.4,0.69,0.49,0.25,1.22,1.01
21127,98.25,0.2,0.16,0.11,0.49,0.79
21129,95.9,2.35,0.14,0.25,0.74,0.72
21131,98.6,0.19,0.13,0.1,0.35,0.6
21133,98.37,0.35,0.16,0.14,0.51,0.46
21135,98.41,0.25,0.06,0.19,0.56,0.56
21137,94.59,2.26,0.16,0.16,1.5,1.47
21139,97.1,0.17,0.19,0.25,1.29,1.1
21141,89.19,6.46,0.24,0.16,2.43,1.54
21143,92.28,5.26,0.29,0.14,0.93,1.08
21145,83.92,10.95,0.79,0.19,2.11,2.14
21147,90.45,5.34,0.14,0.67,2.14,1.49
21149,97.35,0.56,0.1,0.23,1.11,0.78
21151,90.41,4.3,0.91,0.27,2.19,2
21153,98.3,0.14,0.06,0.23,0.71,0.67
21155,87.21,8.04,0.58,0.13,2.43,1.73
21157,97.52,0.15,0.26,0.17,1.11,0.83
21159,89.2,6.82,0.17,0.34,3,0.54
21161,89.69,6.39,0.57,0.19,1.42,1.81
21163,90.57,3.14,0.54,0.47,3,2.48
21165,96.04,1.78,0.11,0.1,0.81,1.19
21167,91.95,3.52,0.36,0.14,2.3,1.78
21169,96.35,1.52,0.12,0.11,1.14,0.9
21171,94.08,2.11,0.07,0.11,2.64,1.11
21173,93.27,2.69,0.31,0.15,2.49,1.15
21175,93.72,4.3,0.3,0.22,0.78,0.73
21177,93.02,4.5,0.14,0.15,1.17,1.1
21179,90.93,4.99,0.5,0.11,2.04,1.62
21181,97.01,0.57,0.22,0.1,1.37,0.73
21183,94.5,0.78,0.2,0.16,3.54,1.02
21185,89.19,4.26,1.3,0.24,3.54,1.67
21187,95.63,0.83,0.16,0.14,2.27,1.01
21189,97.98,0.27,0.04,0.25,0.82,0.59
21191,97.61,0.32,0.13,0.17,0.96,0.9
21193,96.2,1.5,0.52,0.13,0.64,1.01
21195,97.55,0.54,0.45,0.09,0.69,0.73
21197,97.23,0.62,0.13,0.11,1.05,0.9
21199,95.05,1.12,0.46,0.2,2.09,1.12
21201,97.81,0.13,0.09,0.09,0.96,0.96
21203,98.15,0.11,0.08,0.24,0.6,0.91
21205,95.43,1.46,0.76,0.14,1.26,1.04
21207,94.94,0.45,0.23,0.19,3.33,1
21209,87.85,5.16,0.87,0.22,4.23,1.8
21211,81,7.22,0.6,0.22,9.06,2.23
21213,86.23,9.32,0.64,0.21,1.88,1.82
21215,95.41,1.5,0.41,0.18,1.4,1.17
21217,91.09,4.94,0.52,0.12,1.77,1.63
21219,86.65,7.94,0.08,0.14,3.96,1.39
21221,88.4,8.17,0.31,0.26,1.22,1.72
21223,95.45,0.24,0.42,0.23,2.53,1.2
21225,84.32,12.01,0.33,0.18,1.62,1.49
21227,81.56,8.97,2.77,0.24,4.55,2.09
21229,88.77,6.28,0.26,0.09,3.35,1.37
21231,94.13,1.48,0.32,0.16,2.89,1.16
21233,89.81,4.06,0.26,0.17,4.26,1.44
21235,96.87,0.58,0.35,0.26,0.87,1.19
21237,98.45,0.14,0.04,0.29,0.56,0.58
21239,86.43,4.88,0.5,0.12,6.74,1.76
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
23001,91.86,3.58,0.72,0.36,1.55,2
23003,95.09,0.6,0.43,1.66,0.93,1.36
23005,91.76,2.33,2.03,0.29,1.79,1.84
23007,96.63,0.23,0.42,0.37,1.02,1.42
23009,96.21,0.38,0.82,0.37,1.09,1.16
23011,95.41,0.53,0.73,0.46,1.23,1.69
23013,96.48,0.48,0.46,0.34,0.85,1.39
23015,97.04,0.28,0.54,0.31,0.83,1.08
23017,96.11,0.35,0.61,0.35,1.01,1.54
23019,94.66,0.73,0.91,1.15,1.05,1.53
23021,96.34,0.3,0.73,0.51,0.96,1.19
23023,95.38,0.67,0.73,0.33,1.28,1.62
23025,96.57,0.35,0.56,0.44,0.78,1.32
23027,96.56,0.31,0.38,0.41,0.9,1.45
23029,91.3,0.4,0.45,4.83,1.38,1.7
23031,95.58,0.53,1.06,0.27,1.26,1.39
,,,,,,
24001,88.16,7.94,0.75,0.12,1.44,1.58
24003,72.42,15.22,3.38,0.25,6.12,2.9
24005,62.68,25.7,4.95,0.26,4.19,2.4
24510,28.04,63.28,2.32,0.3,4.18,2.09
24009,79.65,13.32,1.4,0.32,2.75,2.67
24011,78.19,13.67,0.56,0.29,5.49,2.15
24013,91.2,3.13,1.44,0.17,2.61,1.51
24015,87.38,6.01,1.07,0.24,3.37,2.15
24017,48.38,40.4,2.93,0.6,4.27,3.72
24019,66.16,27.4,0.92,0.3,3.46,1.92
24021,77.83,8.4,3.8,0.22,7.34,2.77
24023,97.28,0.99,0.25,0.12,0.73,0.66
24025,79.24,12.39,2.36,0.2,3.52,2.47
24027,59.21,17.12,14.32,0.18,5.83,3.64
24029,78.15,14.87,0.78,0.11,4.49,1.81
24031,49.27,16.64,13.86,0.16,17.02,3.98
24033,14.92,63.52,4.03,0.25,14.94,3.17
24035,87.31,6.82,0.96,0.27,3.04,1.72
24037,76.46,14.1,2.43,0.32,3.78,3.17
24039,52.12,41.87,0.69,0.31,3.26,1.74
24041,78.95,12.65,1.23,0.13,5.49,1.64
24043,83.26,9.38,1.39,0.17,3.46,2.57
24045,66.61,23.84,2.49,0.2,4.54,2.48
24047,80.33,13.55,1.11,0.24,3.15,1.7
,,,,,,
,,,,,,
25001,91.4,1.79,1.05,0.55,2.17,2.18
25003,90.63,2.54,1.22,0.15,3.45,2.14
25005,85.6,2.87,1.85,0.2,6.02,2.63
25007,86.33,2.88,0.74,1.06,2.32,3.44
25009,76.03,2.63,3.08,0.12,16.52,2.62
25011,92.44,0.98,1.24,0.25,3.15,2.13
25013,67.71,7.7,1.93,0.15,20.88,2.87
25015,86.19,2.24,4.51,0.15,4.72,2.47
25017,76.53,4.37,9.27,0.1,6.54,2.54
25019,80.53,6.53,1.16,0.06,9.41,1.83
25021,80.31,5.42,8.59,0.12,3.28,1.92
25023,83.92,6.87,1.2,0.21,3.16,2.58
25025,48.06,19.8,8.17,0.19,19.87,3.94
25027,80.68,3.64,3.96,0.16,9.44,2.35
,,,,,,
26001,97.07,0.12,0.23,0.57,1.13,0.9
26003,85.54,6.32,0.32,4.03,1.19,2.74
26005,89.71,1.13,0.56,0.49,6.69,1.93
26007,96.71,0.26,0.5,0.51,1.03,1.05
26009,95.61,0.15,0.2,0.95,1.71,1.42
26011,95.8,0.18,0.18,1.15,1.42,1.29
26013,74.55,7.17,0.15,12.75,0.97,4.45
26015,95.46,0.35,0.36,0.42,2.26,1.31
26017,91.16,1.46,0.53,0.44,4.73,2.23
26019,95.05,0.41,0.25,1.39,1.72,1.28
26021,76.13,15.16,1.54,0.49,4.5,2.39
26023,90.87,3.05,0.43,0.37,3.99,1.48
26025,79.81,10.75,1.58,0.52,4.54,3.08
26027,87.4,5.31,0.64,0.91,3,2.96
26029,94.81,0.29,0.38,1.38,1.38,1.83
26031,93.01,0.49,0.27,2.91,0.81,2.55
26033,71.5,6.5,0.59,15.59,1.25,4.64
26035,95.75,0.47,0.29,0.61,1.5,1.44
26037,90.53,2,1.47,0.41,3.91,1.97
26039,96.53,0.3,0.37,0.5,1.29,1.11
26041,94.2,0.19,0.39,2.31,0.86,2.11
26043,96.56,0.33,0.46,0.53,1.03,1.23
26045,84.95,6.18,1.66,0.38,4.73,2.56
26047,92.16,0.46,0.53,3.48,1.31,2.2
26049,72.73,20.52,0.9,0.46,3.05,2.59
26051,96.93,0.23,0.3,0.45,1.21,0.97
26053,91.1,4.12,0.23,2.33,0.86,1.38
26055,93.33,1.18,0.68,1.08,2.15,1.7
26057,87.45,5.51,0.34,0.4,5.42,1.37
26059,95.88,0.44,0.4,0.35,1.77,1.27
26061,93.64,0.53,2.87,0.5,1.13,1.34
26063,96.11,0.37,0.45,0.3,1.98,0.92
26065,72.43,11.37,5.16,0.44,7.31,3.97
26067,89.14,4.64,0.38,0.36,4.37,1.45
26069,95.45,0.47,0.48,0.62,1.56,1.48
26071,96.22,0.12,0.27,0.82,1.36,1.39
26073,87.49,2.34,1.62,3.07,3.12,2.77
26075,85.86,7.84,0.7,0.33,3.02,2.51
26077,79.91,10.66,2.07,0.37,3.98,3.29
26079,95.94,0.29,0.24,0.84,1.25,1.6
26081,75.96,9.35,2.31,0.34,9.7,3
26083,98.19,0.14,0.05,0.14,0.7,1.16
26085,85.77,8.96,0.14,0.68,2.11,2.61
26087,93.01,1.01,0.35,0.39,4.1,1.4
26089,91.21,0.26,0.42,3.14,3.66,1.67
26091,87.58,2.4,0.49,0.38,7.62,2.19
26093,95.33,0.43,0.78,0.36,1.91,1.26
26095,79.55,11.08,0.26,4.9,1.24,3.12
26097,75.69,0.51,0.2,17.18,1.13,5.32
26099,83.91,8.57,2.96,0.28,2.27,2.1
26101,90.58,2.9,0.26,1.99,2.56,1.86
26103,93.05,1.68,0.57,1.7,1.14,2.01
26105,92.65,0.54,0.45,0.88,4.01,1.91
26107,92.6,2.47,0.65,0.56,1.71,2.14
26109,94.53,0.28,0.29,2.58,1.16,1.19
26111,93.08,1.18,1.86,0.4,2.04,1.51
26113,95.83,0.28,0.3,0.48,2.06,1.2
26115,92.49,2.07,0.55,0.26,3.07,1.77
26117,92.57,2.33,0.35,0.42,3.05,1.55
26119,96.93,0.15,0.14,0.42,0.98,1.5
26121,77.32,14.29,0.53,0.72,4.8,2.84
26123,91.04,0.98,0.38,0.68,5.5,1.71
26125,75.14,13.5,5.62,0.24,3.49,2.19
26127,83.65,0.38,0.23,0.8,13.66,2
26129,96.16,0.17,0.35,0.68,1.42,1.39
26131,96.55,0.09,0.16,1.03,0.94,1.28
26133,95.76,0.53,0.2,0.51,1.46,1.61
26135,96.99,0.16,0.08,0.53,0.91,1.3
26137,95.95,0.32,0.38,0.62,1.24,1.5
26139,85.73,1.35,2.49,0.31,8.63,2.02
26141,96.98,0.42,0.3,0.59,0.87,0.96
26143,96.49,0.36,0.29,0.56,1.12,1.23
26145,70.53,18.6,1.03,0.33,7.78,2.49
26147,92.13,2.37,0.47,0.4,2.89,2.02
26149,87.98,2.54,0.68,0.38,6.58,2.19
26151,94.75,0.33,0.29,0.36,3.34,1.19
26153,87.14,0.13,0.15,8.66,0.75,3.28
26155,95.18,0.43,0.35,0.43,2.4,1.45
26157,94.29,1.11,0.28,0.42,2.82,1.25
26159,82.65,3.94,0.39,0.7,10.17,2.66
26161,72.12,12.52,7.83,0.28,4.02,3.36
26163,49.55,40.25,2.5,0.31,5.23,2.41
26165,95.45,0.37,0.59,0.58,1.59,1.51
,,,,,,
27001,95.04,0.33,0.17,2.32,0.93,1.29
27003,85.22,4.32,3.87,0.6,3.63,2.58
27005,87.8,0.39,0.38,7.3,1.22,2.99
27007,74.4,0.56,0.68,19.85,1.52,3.1
27009,93.47,1.92,1.09,0.38,1.64,1.6
27011,97.74,0.19,0.08,0.42,0.78,0.8
27013,91.22,2.68,1.95,0.22,2.48,1.6
27015,95.25,0.22,0.59,0.07,3.32,0.71
27017,88.9,1.4,0.45,5.69,1.37,2.42
27019,90.66,1.17,2.7,0.2,3.86,1.58
27021,85.35,0.21,0.31,10.82,1.19,2.19
27023,91.39,0.52,0.46,0.93,4.91,1.24
27025,94.67,1.18,0.87,0.58,1.55,1.24
27027,90.57,1.4,1.42,1.26,3.48,2.16
27029,86.68,0.35,0.24,8.65,1.38,3.05
27031,87.48,0.29,0.52,8.44,1.12,2.14
27033,89.26,0.7,2.58,0.2,6.16,1.27
27035,95.97,0.48,0.37,0.75,1.04,1.45
27037,82.29,4.58,4.35,0.34,6.01,2.88
27039,93.49,0.29,0.45,0.19,4.56,1.36
27041,97.13,0.41,0.45,0.26,0.95,0.91
27043,92.89,0.3,0.3,0.28,5.61,0.92
27045,97.65,0.23,0.34,0.1,0.99,0.83
27047,88.63,0.64,0.74,0.18,8.8,1.66
27049,93.17,0.93,0.59,1.03,2.91,1.56
27051,96.91,0.32,0.23,0.07,1.56,1.15
27053,71.73,11.65,6.21,0.77,6.74,3.25
27055,97.14,0.52,0.45,0.16,0.69,1.16
27057,93.61,0.23,0.24,2.57,1.6,1.79
27059,95.09,0.6,0.8,0.43,1.54,1.63
27061,93.1,0.3,0.32,3.42,0.93,2.05
27063,94.5,0.46,1.32,0.15,2.7,1.01
27065,96.1,0.32,0.33,0.52,1.32,1.54
27067,85.14,2.25,0.4,0.25,11.15,1.2
27069,97.41,0.24,0.31,0.09,1.52,0.55
27071,94,0.57,0.33,2.28,1.1,1.93
27073,96.98,0.23,0.4,0.14,1.49,0.84
27075,97.17,0.15,0.29,0.46,0.74,1.26
27077,95.5,0.32,0.79,0.67,0.87,2.05
27079,92.74,0.32,0.57,0.26,5.21,1.12
27081,97.51,0.14,0.24,0.14,1.22,0.76
27083,87.55,2.22,2.62,0.32,5.96,1.55
27085,92.78,0.5,0.72,0.22,4.94,0.98
27087,49.84,0.2,0.06,39.68,1.83,8.63
27089,94.84,0.26,0.19,0.46,3.57,0.86
27091,94.85,0.3,0.49,0.26,3.57,0.9
27093,95.42,0.29,0.25,0.14,3.29,0.74
27095,90.36,0.37,0.3,5.88,1.44,1.85
27097,96.92,0.37,0.3,0.18,1.21,1.08
27099,84.2,2.02,1.62,0.16,10.57,1.86
27101,95.43,0.23,0.89,0.13,2.77,0.81
27103,91.5,2.01,1.31,0.23,3.75,1.42
27105,67.2,3.4,5.35,0.31,22.55,1.84
27107,91.84,0.16,0.36,1.46,4.03,2.31
27109,83.43,4.68,5.39,0.21,4.22,2.21
27111,94.66,0.74,0.46,0.46,2.6,1.22
27113,92.37,1.3,0.62,1.39,2.73,1.79
27115,90.5,1.94,0.43,2.99,2.43,1.88
27117,92.54,0.54,0.72,1,3.7,1.88
27119,90.18,0.78,0.66,1.31,5.44,2.1
27121,97.5,0.32,0.35,0.2,0.86,0.88
27123,66.88,10.78,11.61,0.62,7.17,3.45
27125,94.79,0.17,0.1,1.27,2.47,1.47
27127,87.92,0.44,3.14,4.63,2.09,1.96
27129,91.23,0.25,0.34,0.48,6.65,1.05
27131,85.07,3.15,2.01,0.39,7.99,1.81
27133,95.38,0.6,0.55,0.32,2.03,1.23
27135,94.03,0.24,2.46,1.27,0.74,1.34
27137,92.28,1.34,0.88,2.14,1.2,2.25
27139,84.52,2.54,5.62,0.75,4.44,2.26
27141,92.64,1.86,1.27,0.44,2.19,1.69
27143,90.86,0.27,0.53,0.14,7.21,1.18
27145,90.56,3.05,1.96,0.26,2.78,1.55
27147,88.98,2.74,0.76,0.18,6.24,1.39
27149,91.83,0.77,1.5,0.83,3.46,1.76
27151,94.77,0.49,0.21,0.31,3.58,0.94
27153,92.6,0.29,0.41,0.29,5.17,1.3
27155,93.42,0.34,0.11,3.63,1.41,1.12
27157,95.55,0.37,0.43,0.13,2.73,0.99
27159,95.8,0.79,0.26,0.46,1.27,1.52
27161,90.45,1.94,0.66,0.67,5.15,1.53
27163,85.71,3.52,5.05,0.41,3.41,2.1
27165,77,0.66,0.77,0.2,20.85,1.18
27167,95.71,0.2,0.27,0.9,1.98,1.08
27169,92.94,1.25,2.13,0.23,2.42,1.17
27171,93.65,1.03,1.17,0.32,2.45,1.53
27173,91.79,0.14,0.29,2.88,3.8,1.2
,,,,,,
28001,38.66,53.1,0.39,0.24,6.66,1.38
28003,84.5,11.36,0.31,0.17,2.73,1.02
28005,57.24,41.09,0.09,0.17,0.84,0.56
28007,55.54,41.81,0.27,0.18,1.65,0.62
28009,59.9,37.16,0.07,0.29,1.7,1.01
28011,32.92,63.96,0.54,0.11,1.87,0.62
28013,65.84,27.59,0.1,0.11,5.38,1.14
28015,65.37,32.5,0.18,0.14,1,0.92
28017,53.21,41.93,0.25,0.13,3.7,0.96
28019,67.9,30.08,0.09,0.12,0.89,1.08
28021,14.09,84.05,0.42,0.09,0.77,0.57
28023,63.79,34.36,0.17,0.35,0.79,0.59
28025,40.11,58.04,0.22,0.13,0.96,0.58
28027,22.63,75.32,0.44,0.08,1.12,0.5
28029,45.5,50.68,0.3,0.17,2.62,0.76
28031,62.36,34.74,0.21,0.1,1.89,0.85
28033,70.42,21.78,1.25,0.21,5.01,1.58
28035,58.41,35.97,0.66,0.2,3.52,1.35
28037,64.42,34.2,0.06,0.17,0.58,0.55
28039,88.62,8.07,0.21,0.29,2.01,0.92
28041,71.97,25.94,0.13,0.28,0.92,0.88
28043,56.38,41.57,0.27,0.15,0.9,0.76
28045,86.31,7,0.95,0.44,3.29,2.11
28047,67.2,21.9,2.81,0.38,5.31,2.67
28049,27.97,68.83,0.75,0.14,1.48,0.87
28051,15.59,82.95,0.16,0.09,0.7,0.57
28053,22.75,74.12,0.21,0.11,2.15,0.74
28055,34.28,64.37,0.43,0.21,0.57,0.21
28057,91.83,5.92,0.22,0.19,1.28,0.6
28059,69.93,21.31,2.14,0.37,4.57,1.88
28061,46.04,52.42,0.09,0.08,0.8,0.6
28063,13.67,85.44,0.03,0.17,0.36,0.35
28065,38.46,59.75,0.14,0.26,0.81,0.7
28067,65.57,28.15,0.45,0.43,4.72,0.91
28069,35.05,59.99,0.1,3.68,0.5,0.73
28071,70.83,23.56,2.12,0.18,2.27,1.04
28073,75.99,19.47,1.18,0.2,2.17,1.11
28075,53.96,42.56,0.71,0.17,1.8,0.83
28077,66.26,30.64,0.26,0.13,2.12,0.72
28079,48.78,40.41,0.21,5.68,4.28,0.84
28081,68.57,27.14,0.62,0.14,2.4,1.25
28083,24.54,71.93,0.57,0.12,2.3,0.61
28085,67.97,29.83,0.34,0.18,0.95,0.75
28087,53.27,43.33,0.66,0.16,1.53,1.09
28089,55.97,38.05,2.13,0.13,2.95,0.83
28091,65.2,32.22,0.31,0.16,1.24,0.9
28093,48.89,46.76,0.2,0.18,3.21,0.78
28095,67.17,30.77,0.19,0.15,0.96,0.79
28097,52.81,45.29,0.36,0.15,0.89,0.5
28099,59.97,20.79,0.34,15.99,1.58,1.45
28101,62.61,30.09,0.23,4.94,1.32,0.87
28103,26.96,71.45,0.19,0.17,0.8,0.51
28105,58.37,36.41,2.41,0.17,1.43,1.19
28107,48.93,48.41,0.18,0.2,1.42,0.88
28109,82.23,12.27,0.4,0.5,2.93,1.74
28111,77.67,19.99,0.11,0.26,0.97,1
28113,45.95,51.33,0.57,0.27,1.21,0.76
28115,78.55,13.67,0.19,0.16,6.17,1.36
28117,83.76,13.77,0.13,0.11,1.21,1.03
28119,28.81,69.43,0.13,0.22,0.67,0.79
28121,76.32,18.73,1.11,0.16,2.68,1.07
28123,50.78,37.16,0.18,0.23,10.66,1.41
28125,27.79,70.69,0.22,0.06,0.79,0.45
28127,62.29,34.99,0.28,0.13,1.41,0.81
28129,75.32,22.79,0.08,0.11,1.2,0.55
28131,77.7,19.09,0.32,0.48,1.34,1.06
28133,25.16,72.54,0.28,0.16,1.37,0.47
28135,36.29,56.15,0.75,0.21,5.63,1.15
28137,66.09,30.2,0.23,0.21,2.21,1.19
28139,78.28,15.78,0.15,0.15,4.43,1.43
28141,93.53,2.63,0.11,0.16,2.82,0.84
28143,23.07,73.24,0.56,0.13,2.27,0.92
28145,79.79,14.41,0.17,0.11,4.46,1.22
28147,52.74,44.27,0.16,0.32,1.54,1.12
28149,49.5,46.82,0.84,0.22,1.84,0.87
28151,26.7,71.08,0.57,0.11,1.03,0.59
28153,59.01,38.73,0.16,0.18,1.19,0.78
28155,78.09,19.86,0.11,0.15,1.01,0.76
28157,28.55,70.55,0.01,0.12,0.42,0.32
28159,51.52,45.47,0.19,1.12,0.96,0.86
28161,59.99,37.64,0.16,0.24,1.19,0.9
28163,37.33,56.63,0.44,0.21,4.64,1.54
,,,,,,
29001,92.75,1.53,1.77,0.28,2.04,1.7
29003,96.24,0.4,0.43,0.27,1.68,1.12
29005,97.73,0.3,0.16,0.16,0.97,0.72
29007,88.58,6.41,0.45,0.32,2.6,1.72
29009,88.5,0.24,1.29,0.81,7.71,1.89
29011,94.37,0.34,0.23,1.04,1.86,2.47
29013,95.58,0.84,0.16,0.55,1.61,1.38
29015,96.09,0.29,0.28,0.55,1.53,1.34
29017,97.36,0.26,0.21,0.59,0.79,0.84
29019,80.96,9.19,3.76,0.32,3.01,2.81
29021,86.25,5.13,0.79,0.37,5.24,2.45
29023,89.98,5.22,0.66,0.5,1.56,2.16
29025,95.87,0.41,0.19,0.35,1.52,1.67
29027,91.02,4.52,0.53,0.46,1.59,1.9
29029,95.25,0.39,0.4,0.45,2.3,1.32
29031,87.92,6.99,1.17,0.23,1.95,1.84
29033,95.68,1.6,0.11,0.23,1.27,1.1
29035,95.64,0.08,0.14,1.04,1.66,1.6
29037,89.55,3.46,0.63,0.51,4.01,2.05
29039,96.07,0.1,0.31,0.51,1.46,1.76
29041,96.34,1.98,0.09,0.23,0.51,0.84
29043,94.27,0.56,0.5,0.57,2.45,1.77
29045,97.74,0.27,0.31,0.11,0.59,1.01
29047,84.08,5.06,2.03,0.46,5.9,2.75
29049,94.52,1.37,0.35,0.69,1.55,1.62
29051,83.23,11.08,1.26,0.28,2.36,1.87
29053,89.51,6.82,0.44,0.28,1.32,1.72
29055,96.39,0.26,0.3,0.43,1.48,1.16
29057,94.84,0.37,0.28,0.89,1.53,2.21
29059,95.59,0.17,0.24,0.83,1.55,1.73
29061,97.37,0.27,0.06,0.27,1.03,1.16
29063,85.67,11.28,0.24,0.38,1.7,0.76
29065,95.94,0.35,0.26,0.86,0.95,1.64
29067,96.59,0.2,0.22,0.54,0.8,1.79
29069,82.93,9.64,0.33,0.21,5.4,1.56
29071,95.96,0.83,0.4,0.29,1.38,1.17
29073,97.23,0.17,0.35,0.17,1,1.1
29075,98.01,0.3,0.27,0.18,0.53,0.68
29077,89.54,2.81,1.63,0.61,2.98,2.61
29079,96.03,0.57,0.35,0.37,1.73,1.02
29081,96.67,0.31,0.18,0.31,1.57,0.93
29083,95.32,0.98,0.23,0.45,1.66,1.45
29085,96.37,0.25,0.17,0.7,0.95,1.54
29087,97.21,0.14,0.31,0.98,0.79,0.53
29089,91.09,5.2,0.25,0.44,1.2,1.87
29091,95.29,0.38,0.48,0.62,1.73,1.63
29093,95.6,1.23,0.1,0.48,1.25,1.47
29095,63.28,23.65,1.58,0.4,8.37,3.07
29097,86.04,1.84,0.99,1.38,6.84,3.18
29099,95.43,0.81,0.64,0.28,1.56,1.35
29101,88.16,4.23,1.48,0.47,3.06,2.6
29103,97.48,0.34,0.19,0.17,0.82,1.02
29105,94.45,0.67,0.42,0.64,2.02,1.93
29107,92.87,2.17,0.37,0.39,2.22,1.95
29109,90.96,0.21,0.32,0.78,6.33,1.69
29111,93.49,3.14,0.22,0.24,1.56,1.39
29113,93.91,1.83,0.36,0.29,1.96,1.78
29115,96.36,0.67,0.2,0.2,1.51,1.25
29117,94.68,2.4,0.26,0.3,1.19,1.2
29119,81.01,0.55,0.81,2.59,11.21,3.25
29121,94.66,2.24,0.4,0.19,0.96,1.55
29123,96.36,0.26,0.34,0.28,2,0.83
29125,97.12,0.26,0.05,0.57,0.82,1.13
29127,91.04,4.86,0.53,0.16,1.36,2.12
29129,97.31,0.16,0.5,0.45,0.74,0.95
29131,96.02,0.38,0.28,0.5,1.39,1.5
29133,73.28,23.84,0.13,0.2,1.61,1.05
29135,90.73,3.72,0.31,0.35,3.75,1.19
29137,94.34,2.98,0.31,0.25,0.96,1.23
29139,95.15,1.63,0.25,0.18,1.41,1.49
29141,95.18,0.6,0.36,0.55,1.77,1.77
29143,81.14,15.74,0.4,0.21,1.13,1.46
29145,87.7,0.74,1.3,2.21,4.37,3.07
29147,93.63,2.41,1.61,0.18,1.29,0.93
29149,95.64,0.14,0.29,1.06,1.2,1.68
29151,98.39,0.2,0.1,0.21,0.61,0.48
29153,96.54,0.11,0.13,0.6,1.32,1.39
29155,69.64,26.67,0.22,0.2,1.86,1.48
29157,96.46,0.37,0.45,0.24,1.68,0.9
29159,86.97,2.95,0.59,0.32,7.22,2.25
29161,90.34,2.16,2.91,0.49,2.04,2.15
29163,89.21,7.17,0.23,0.21,1.79,1.41
29165,84.12,5.76,2.27,0.41,4.95,2.46
29167,94.95,0.73,0.33,0.61,1.98,1.53
29169,72.43,10.87,2.48,0.67,9,4.84
29171,97.71,0.18,0.44,0.14,0.72,0.84
29173,96.67,1.05,0.19,0.14,0.96,0.97
29175,89.97,5.81,0.41,0.26,1.63,2.11
29177,95.08,1.13,0.26,0.49,1.77,1.37
29179,96.07,0.67,0.18,0.55,0.96,1.55
29181,96.19,0.35,0.31,0.87,1.01,1.41
29183,89.07,4.11,2.16,0.19,2.77,1.75
29185,95.52,0.48,0.12,0.59,1.73,1.8
29186,97.03,0.64,0.27,0.29,0.82,0.99
29187,92.77,4.22,0.37,0.35,1.19,1.16
29189,68.87,23.2,3.45,0.16,2.51,1.86
29510,42.19,48.98,2.89,0.21,3.49,2.37
29195,83.19,5.21,0.53,0.21,8.24,2.4
29197,98.24,0.02,0.23,0.16,0.65,0.81
29199,98.29,0.06,0.23,0.25,0.68,0.47
29201,84.86,11.32,0.34,0.2,1.8,1.62
29203,94.94,0.19,0.18,0.9,1.65,2.27
29205,97.32,0.5,0.2,0.14,1.11,0.74
29207,96.54,0.91,0.17,0.3,1.19,1.01
29209,96.07,0.14,0.3,0.53,1.72,1.35
29211,79.68,0.45,0.12,0.48,18.59,1.19
29213,91.11,0.78,0.64,0.73,4.83,2.18
29215,92.32,3.35,0.31,0.64,1.63,1.83
29217,95.45,0.47,0.49,0.67,1.59,1.39
29219,92.89,1.84,0.38,0.35,2.94,1.77
29221,95.13,2.2,0.19,0.38,1.01,1.21
29223,96.54,0.24,0.24,0.41,1.04,1.59
29225,95.21,0.88,0.19,0.61,1.69,1.54
29227,97.42,0.51,0.28,0.23,1.06,0.64
