state_police,county_police,number_police,foreign_police
Oklahoma,Haskell,16,Oklahoma Haskell
Oklahoma,Hughes,12,Oklahoma Hughes
Oklahoma,Jackson,37,Oklahoma Jackson
Oklahoma,Jefferson,12,Oklahoma Jefferson
Oklahoma,Johnston,27,Oklahoma Johnston
Oklahoma,Kay,20,Oklahoma Kay
Oklahoma,Kingfisher,14,Oklahoma Kingfisher
Oklahoma,Kiowa,16,Oklahoma Kiowa
Oklahoma,Latimer,17,Oklahoma Latimer
Oklahoma,Le Flore,18,Oklahoma Le Flore
Oklahoma,Lincoln,31,Oklahoma Lincoln
Oklahoma,Logan,25,Oklahoma Logan
Oklahoma,Love,19,Oklahoma Love
Oklahoma,Major,9,Oklahoma Major
Oklahoma,Marshall,24,Oklahoma Marshall
Oklahoma,Mayes,48,Oklahoma Mayes
Oklahoma,McClain,26,Oklahoma McClain
Oklahoma,McCurtain,20,Oklahoma McCurtain
Oklahoma,McIntosh,14,Oklahoma McIntosh
Oklahoma,Murray,12,Oklahoma Murray
Oklahoma,Muskogee,43,Oklahoma Muskogee
Oklahoma,Noble,19,Oklahoma Noble
Oklahoma,Nowata,20,Oklahoma Nowata
Oklahoma,Okfuskee,17,Oklahoma Okfuskee
Oklahoma,Oklahoma,668,Oklahoma Oklahoma
Oklahoma,Okmulgee,13,Oklahoma Okmulgee
Oklahoma,Osage,76,Oklahoma Osage
Oklahoma,Ottawa,34,Oklahoma Ottawa
Oklahoma,Pawnee,18,Oklahoma Pawnee
Oklahoma,Payne,76,Oklahoma Payne
Oklahoma,Pittsburg,62,Oklahoma Pittsburg
Oklahoma,Pontotoc,36,Oklahoma Pontotoc
Oklahoma,Pottawatomie,25,Oklahoma Pottawatomie
Oklahoma,Pushmataha,12,Oklahoma Pushmataha
Oklahoma,Roger Mills,12,Oklahoma Roger Mills
Oklahoma,Rogers,34,Oklahoma Rogers
Oklahoma,Seminole,25,Oklahoma Seminole
Oklahoma,Sequoyah,46,Oklahoma Sequoyah
Oklahoma,Stephens,46,Oklahoma Stephens
Oklahoma,Texas,41,Oklahoma Texas
Oklahoma,Tillman,27,Oklahoma Tillman
Oklahoma,Tulsa,527,Oklahoma Tulsa
Oklahoma,Wagoner,50,Oklahoma Wagoner
Oklahoma,Washington,48,Oklahoma Washington
Oklahoma,Washita,16,Oklahoma Washita
Oklahoma,Woods,10,Oklahoma Woods
Oklahoma,Woodward,21,Oklahoma Woodward
Oregon,Baker,25,Oregon Baker
Oregon,Benton,75,Oregon Benton
Oregon,Clackamas,450,Oregon Clackamas
Oregon,Clatsop,55,Oregon Clatsop
Oregon,Columbia,41,Oregon Columbia
Oregon,Coos,85,Oregon Coos
Oregon,Crook,28,Oregon Crook
Oregon,Curry,37,Oregon Curry
Oregon,Deschutes,210,Oregon Deschutes
Oregon,Douglas,144,Oregon Douglas
Oregon,Gilliam,6,Oregon Gilliam
Oregon,Grant,16,Oregon Grant
Oregon,Harney,17,Oregon Harney
Oregon,Hood River,33,Oregon Hood River
Oregon,Jackson,163,Oregon Jackson
Oregon,Jefferson,46,Oregon Jefferson
Oregon,Josephine,93,Oregon Josephine
Oregon,Klamath,67,Oregon Klamath
Oregon,Lake,20,Oregon Lake
Oregon,Lane,374,Oregon Lane
Oregon,Lincoln,87,Oregon Lincoln
Oregon,Linn,189,Oregon Linn
Oregon,Malheur,51,Oregon Malheur
Oregon,Marion,336,Oregon Marion
Oregon,Morrow,27,Oregon Morrow
Oregon,Multnomah,750,Oregon Multnomah
Oregon,Polk,64,Oregon Polk
Oregon,Sherman,7,Oregon Sherman
Oregon,Tillamook,60,Oregon Tillamook
Oregon,Umatilla,74,Oregon Umatilla
Oregon,Union,11,Oregon Union
Oregon,Wallowa,13,Oregon Wallowa
Oregon,Wasco,29,Oregon Wasco
Oregon,Washington,539,Oregon Washington
Oregon,Wheeler,14,Oregon Wheeler
Oregon,Yamhill,96,Oregon Yamhill
Pennsylvania,Adams,14,Pennsylvania Adams
Pennsylvania,Allegheny,187,Pennsylvania Allegheny
Pennsylvania,Allegheny County Police Department,268,Pennsylvania Allegheny County Police Department
Pennsylvania,Beaver,30,Pennsylvania Beaver
Pennsylvania,Bedford,12,Pennsylvania Bedford
Pennsylvania,Berks,109,Pennsylvania Berks
Pennsylvania,Blair,10,Pennsylvania Blair
Pennsylvania,Bradford,11,Pennsylvania Bradford
Pennsylvania,Butler,20,Pennsylvania Butler
Pennsylvania,Clarion,8,Pennsylvania Clarion
Pennsylvania,Clearfield,11,Pennsylvania Clearfield
Pennsylvania,Cumberland,33,Pennsylvania Cumberland
Pennsylvania,Elk,6,Pennsylvania Elk
Pennsylvania,Erie,42,Pennsylvania Erie
Pennsylvania,Franklin,18,Pennsylvania Franklin
Pennsylvania,Greene,7,Pennsylvania Greene
Pennsylvania,Huntingdon,9,Pennsylvania Huntingdon
Pennsylvania,Jefferson,3,Pennsylvania Jefferson
Pennsylvania,Luzerne,10,Pennsylvania Luzerne
Pennsylvania,Mercer,16,Pennsylvania Mercer
Pennsylvania,Northampton,54,Pennsylvania Northampton
Pennsylvania,Pike,25,Pennsylvania Pike
Pennsylvania,Snyder,5,Pennsylvania Snyder
Pennsylvania,Tioga,7,Pennsylvania Tioga
Pennsylvania,Union,9,Pennsylvania Union
Pennsylvania,Washington,30,Pennsylvania Washington
Pennsylvania,York,115,Pennsylvania York
South Carolina,Abbeville,54,South Carolina Abbeville
South Carolina,Aiken,168,South Carolina Aiken
South Carolina,Bamberg,16,South Carolina Bamberg
South Carolina,Barnwell,45,South Carolina Barnwell
South Carolina,Beaufort,259,South Carolina Beaufort
South Carolina,Berkeley,221,South Carolina Berkeley
South Carolina,Calhoun,23,South Carolina Calhoun
South Carolina,Charleston,766,South Carolina Charleston
South Carolina,Cherokee,94,South Carolina Cherokee
South Carolina,Chester,99,South Carolina Chester
South Carolina,Clarendon,57,South Carolina Clarendon
South Carolina,Colleton,126,South Carolina Colleton
South Carolina,Darlington,80,South Carolina Darlington
South Carolina,Dorchester,162,South Carolina Dorchester
South Carolina,Edgefield,58,South Carolina Edgefield
South Carolina,Fairfield,51,South Carolina Fairfield
South Carolina,Florence,245,South Carolina Florence
South Carolina,Greenville,492,South Carolina Greenville
South Carolina,Greenwood,117,South Carolina Greenwood
South Carolina,Horry,327,South Carolina Horry
South Carolina,Horry County Police Department,273,South Carolina Horry County Police Department
South Carolina,Jasper,40,South Carolina Jasper
South Carolina,Kershaw,74,South Carolina Kershaw
South Carolina,Lancaster,145,South Carolina Lancaster
South Carolina,Lee,25,South Carolina Lee
South Carolina,Lexington,389,South Carolina Lexington
South Carolina,Marion,39,South Carolina Marion
South Carolina,Marlboro,30,South Carolina Marlboro
South Carolina,McCormick,40,South Carolina McCormick
South Carolina,Newberry,94,South Carolina Newberry
South Carolina,Oconee,143,South Carolina Oconee
South Carolina,Orangeburg,117,South Carolina Orangeburg
South Carolina,Pickens,136,South Carolina Pickens
South Carolina,Richland,670,South Carolina Richland
South Carolina,Saluda,53,South Carolina Saluda
South Carolina,Spartanburg,331,South Carolina Spartanburg
South Carolina,Sumter,133,South Carolina Sumter
South Carolina,Union,59,South Carolina Union
South Carolina,Williamsburg,40,South Carolina Williamsburg
South Carolina,York,188,South Carolina York
South Dakota,Aurora,4,South Dakota Aurora
South Dakota,Beadle,21,South Dakota Beadle
South Dakota,Bennett,4,South Dakota Bennett
South Dakota,Bon Homme,8,South Dakota Bon Homme
South Dakota,Brookings,21,South Dakota Brookings
South Dakota,Brown,50,South Dakota Brown
South Dakota,Brule,9,South Dakota Brule
South Dakota,Buffalo,1,South Dakota Buffalo
South Dakota,Butte,13,South Dakota Butte
South Dakota,Campbell,2,South Dakota Campbell
South Dakota,Charles Mix,11,South Dakota Charles Mix
South Dakota,Clark,4,South Dakota Clark
South Dakota,Clay,11,South Dakota Clay
South Dakota,Codington,24,South Dakota Codington
South Dakota,Corson,4,South Dakota Corson
South Dakota,Custer,12,South Dakota Custer
South Dakota,Davison,8,South Dakota Davison
South Dakota,Day,8,South Dakota Day
South Dakota,Deuel,8,South Dakota Deuel
South Dakota,Dewey,4,South Dakota Dewey
South Dakota,Douglas,2,South Dakota Douglas
South Dakota,Edmunds,7,South Dakota Edmunds
South Dakota,Fall River,15,South Dakota Fall River
South Dakota,Faulk,10,South Dakota Faulk
South Dakota,Grant,8,South Dakota Grant
South Dakota,Gregory,3,South Dakota Gregory
South Dakota,Haakon,1,South Dakota Haakon
South Dakota,Hamlin,4,South Dakota Hamlin
South Dakota,Hand,3,South Dakota Hand
South Dakota,Hanson,2,South Dakota Hanson
South Dakota,Harding,3,South Dakota Harding
South Dakota,Hughes,48,South Dakota Hughes
South Dakota,Hutchinson,3,South Dakota Hutchinson
South Dakota,Hyde,2,South Dakota Hyde
South Dakota,Jackson,2,South Dakota Jackson
South Dakota,Jerauld,2,South Dakota Jerauld
South Dakota,Jones,2,South Dakota Jones
South Dakota,Kingsbury,5,South Dakota Kingsbury
South Dakota,Lake,10,South Dakota Lake
South Dakota,Lawrence,44,South Dakota Lawrence
South Dakota,Lincoln,18,South Dakota Lincoln
South Dakota,Lyman,4,South Dakota Lyman
South Dakota,Marshall,11,South Dakota Marshall
South Dakota,McCook,7,South Dakota McCook
South Dakota,McPherson,2,South Dakota McPherson
South Dakota,Meade,52,South Dakota Meade
South Dakota,Mellette,5,South Dakota Mellette
South Dakota,Miner,4,South Dakota Miner
South Dakota,Minnehaha,204,South Dakota Minnehaha
South Dakota,Moody,8,South Dakota Moody
South Dakota,Pennington,104,South Dakota Pennington
South Dakota,Perkins,4,South Dakota Perkins
South Dakota,Potter,2,South Dakota Potter
South Dakota,Roberts,24,South Dakota Roberts
South Dakota,Sanborn,3,South Dakota Sanborn
South Dakota,Shannon,1,South Dakota Shannon
South Dakota,Spink,12,South Dakota Spink
South Dakota,Stanley,7,South Dakota Stanley
South Dakota,Sully,3,South Dakota Sully
South Dakota,Todd,1,South Dakota Todd
South Dakota,Tripp,5,South Dakota Tripp
South Dakota,Turner,10,South Dakota Turner
South Dakota,Union,23,South Dakota Union
South Dakota,Walworth,10,South Dakota Walworth
South Dakota,Yankton,12,South Dakota Yankton
South Dakota,Ziebach,2,South Dakota Ziebach
 State , County ,Total law enforcement employees,State County
Tennessee,Anderson,165,Tennessee Anderson
Tennessee,Bedford,100,Tennessee Bedford
Tennessee,Benton,39,Tennessee Benton
Tennessee,Bledsoe,20,Tennessee Bledsoe
Tennessee,Blount,288,Tennessee Blount
Tennessee,Bradley,208,Tennessee Bradley
Tennessee,Campbell,76,Tennessee Campbell
Tennessee,Cannon,33,Tennessee Cannon
Tennessee,Carroll,47,Tennessee Carroll
Tennessee,Carter,83,Tennessee Carter
Tennessee,Cheatham,66,Tennessee Cheatham
Tennessee,Chester,38,Tennessee Chester
Tennessee,Claiborne,89,Tennessee Claiborne
Tennessee,Clay,17,Tennessee Clay
Tennessee,Cocke,60,Tennessee Cocke
Tennessee,Coffee,81,Tennessee Coffee
Tennessee,Crockett,32,Tennessee Crockett
Tennessee,Cumberland,101,Tennessee Cumberland
Tennessee,Decatur,33,Tennessee Decatur
Tennessee,DeKalb,42,Tennessee DeKalb
Tennessee,Dickson,131,Tennessee Dickson
Tennessee,Dyer,72,Tennessee Dyer
Tennessee,Fayette,89,Tennessee Fayette
Tennessee,Fentress,29,Tennessee Fentress
Tennessee,Franklin,61,Tennessee Franklin
Tennessee,Gibson,73,Tennessee Gibson
Tennessee,Giles,62,Tennessee Giles
Tennessee,Grainger,50,Tennessee Grainger
Tennessee,Greene,150,Tennessee Greene
Tennessee,Grundy,28,Tennessee Grundy
Tennessee,Hamblen,85,Tennessee Hamblen
Tennessee,Hamilton,316,Tennessee Hamilton
Tennessee,Hancock,20,Tennessee Hancock
Tennessee,Hardeman,47,Tennessee Hardeman
Tennessee,Hardin,50,Tennessee Hardin
Tennessee,Hartsville-Trousdale,39,Tennessee Hartsville-Trousdale
Tennessee,Hawkins,83,Tennessee Hawkins
Tennessee,Haywood,45,Tennessee Haywood
Tennessee,Henderson,60,Tennessee Henderson
Tennessee,Henry,63,Tennessee Henry
Tennessee,Hickman,44,Tennessee Hickman
Tennessee,Houston,23,Tennessee Houston
Tennessee,Humphreys,35,Tennessee Humphreys
Tennessee,Jackson,41,Tennessee Jackson
Tennessee,Jefferson,88,Tennessee Jefferson
Tennessee,Johnson,41,Tennessee Johnson
Tennessee,Knox,"1,078",Tennessee Knox
Tennessee,Lake,20,Tennessee Lake
Tennessee,Lauderdale,65,Tennessee Lauderdale
Tennessee,Lawrence,84,Tennessee Lawrence
Tennessee,Lewis,29,Tennessee Lewis
Tennessee,Lincoln,60,Tennessee Lincoln
Tennessee,Loudon,63,Tennessee Loudon
Tennessee,Macon,62,Tennessee Macon
Tennessee,Madison,229,Tennessee Madison
Tennessee,Marion,47,Tennessee Marion
Tennessee,Marshall,49,Tennessee Marshall
Tennessee,Maury,150,Tennessee Maury
Tennessee,McMinn,82,Tennessee McMinn
Tennessee,McNairy,36,Tennessee McNairy
Tennessee,Meigs,21,Tennessee Meigs
Tennessee,Monroe,69,Tennessee Monroe
Tennessee,Montgomery,309,Tennessee Montgomery
Tennessee,Moore,26,Tennessee Moore
Tennessee,Morgan,44,Tennessee Morgan
Tennessee,Obion,63,Tennessee Obion
Tennessee,Overton,54,Tennessee Overton
Tennessee,Perry,33,Tennessee Perry
Tennessee,Pickett,17,Tennessee Pickett
Tennessee,Polk,50,Tennessee Polk
Tennessee,Putnam,125,Tennessee Putnam
Tennessee,Rhea,54,Tennessee Rhea
Tennessee,Roane,71,Tennessee Roane
Tennessee,Robertson,138,Tennessee Robertson
Tennessee,Rutherford,408,Tennessee Rutherford
Tennessee,Scott,66,Tennessee Scott
Tennessee,Sequatchie,38,Tennessee Sequatchie
Tennessee,Sevier,116,Tennessee Sevier
Tennessee,Shelby,"1,885",Tennessee Shelby
Tennessee,Smith,52,Tennessee Smith
Tennessee,Stewart,41,Tennessee Stewart
Tennessee,Sullivan,256,Tennessee Sullivan
Tennessee,Sumner,241,Tennessee Sumner
Tennessee,Tipton,87,Tennessee Tipton
Tennessee,Unicoi,44,Tennessee Unicoi
Tennessee,Union,36,Tennessee Union
Tennessee,Van Buren,14,Tennessee Van Buren
Tennessee,Warren,81,Tennessee Warren
Tennessee,Washington,206,Tennessee Washington
Tennessee,Wayne,37,Tennessee Wayne
Tennessee,Weakley,47,Tennessee Weakley
Tennessee,White,65,Tennessee White
Tennessee,Williamson,205,Tennessee Williamson
Tennessee,Wilson,225,Tennessee Wilson
Texas,Anderson,80,Texas Anderson
Texas,Andrews,34,Texas Andrews
Texas,Angelina,116,Texas Angelina
Texas,Aransas,76,Texas Aransas
Texas,Archer,17,Texas Archer
Texas,Armstrong,8,Texas Armstrong
Texas,Atascosa,73,Texas Atascosa
Texas,Austin,60,Texas Austin
Texas,Bailey,21,Texas Bailey
Texas,Bandera,60,Texas Bandera
Texas,Bastrop,205,Texas Bastrop
Texas,Baylor,8,Texas Baylor
Texas,Bee,41,Texas Bee
Texas,Bell,256,Texas Bell
Texas,Bexar,"1,726",Texas Bexar
Texas,Blanco,19,Texas Blanco
Texas,Borden,3,Texas Borden
Texas,Bosque,36,Texas Bosque
Texas,Bowie,47,Texas Bowie
Texas,Brazoria,341,Texas Brazoria
Texas,Brazos,219,Texas Brazos
Texas,Brewster,29,Texas Brewster
Texas,Briscoe,2,Texas Briscoe
Texas,Brooks,35,Texas Brooks
Texas,Brown,65,Texas Brown
Texas,Burleson,33,Texas Burleson
Texas,Burnet,58,Texas Burnet
Texas,Caldwell,101,Texas Caldwell
Texas,Calhoun,66,Texas Calhoun
Texas,Callahan,13,Texas Callahan
Texas,Cameron,418,Texas Cameron
Texas,Camp,18,Texas Camp
Texas,Carson,14,Texas Carson
Texas,Cass,44,Texas Cass
Texas,Castro,18,Texas Castro
Texas,Chambers,89,Texas Chambers
Texas,Cherokee,74,Texas Cherokee
Texas,Childress,24,Texas Childress
Texas,Clay,18,Texas Clay
Texas,Cochran,13,Texas Cochran
Texas,Coke,6,Texas Coke
Texas,Coleman,6,Texas Coleman
Texas,Collin,481,Texas Collin
Texas,Collingsworth,5,Texas Collingsworth
Texas,Colorado,48,Texas Colorado
Texas,Comal,260,Texas Comal
Texas,Comanche,28,Texas Comanche
Texas,Concho,14,Texas Concho
Texas,Cooke,74,Texas Cooke
Texas,Coryell,66,Texas Coryell
Texas,Cottle,2,Texas Cottle
Texas,Crane,11,Texas Crane
Texas,Crosby,14,Texas Crosby
Texas,Culberson,12,Texas Culberson
Texas,Dallam,5,Texas Dallam
Texas,Dallas,"2,263",Texas Dallas
Texas,Dawson,19,Texas Dawson
Texas,Deaf Smith,36,Texas Deaf Smith
Texas,Delta,19,Texas Delta
Texas,Denton,584,Texas Denton
Texas,Dewitt,41,Texas Dewitt
Texas,Dickens,6,Texas Dickens
Texas,Dimmit,33,Texas Dimmit
Texas,Donley,10,Texas Donley
Texas,Eastland,27,Texas Eastland
Texas,Ector,216,Texas Ector
Texas,Edwards,11,Texas Edwards
Texas,El Paso,"1,084",Texas El Paso
Texas,Ellis,223,Texas Ellis
Texas,Erath,58,Texas Erath
Texas,Falls,10,Texas Falls
Texas,Fannin,107,Texas Fannin
Texas,Fayette,44,Texas Fayette
Texas,Fisher,9,Texas Fisher
Texas,Floyd,7,Texas Floyd
Texas,Foard,3,Texas Foard
Texas,Fort Bend,716,Texas Fort Bend
Texas,Franklin,20,Texas Franklin
Texas,Freestone,42,Texas Freestone
Texas,Frio,22,Texas Frio
Texas,Gaines,25,Texas Gaines
Texas,Galveston,429,Texas Galveston
Texas,Garza,32,Texas Garza
Texas,Gillespie,42,Texas Gillespie
Texas,Glasscock,4,Texas Glasscock
Texas,Goliad,26,Texas Goliad
Texas,Gonzales,44,Texas Gonzales
Texas,Gray,44,Texas Gray
Texas,Grayson,139,Texas Grayson
Texas,Gregg,237,Texas Gregg
Texas,Grimes,51,Texas Grimes
Texas,Guadalupe,215,Texas Guadalupe
Texas,Hale,71,Texas Hale
Texas,Hall,10,Texas Hall
Texas,Hamilton,27,Texas Hamilton
Texas,Hansford,9,Texas Hansford
Texas,Hardeman,11,Texas Hardeman
Texas,Hardin,65,Texas Hardin
Texas,Harris,"3,816",Texas Harris
Texas,Harrison,90,Texas Harrison
Texas,Hartley,5,Texas Hartley
Texas,Haskell,6,Texas Haskell
Texas,Hays,283,Texas Hays
Texas,Hemphill,17,Texas Hemphill
Texas,Henderson,153,Texas Henderson
Texas,Hidalgo,733,Texas Hidalgo
Texas,Hill,73,Texas Hill
Texas,Hockley,25,Texas Hockley
Texas,Hood,125,Texas Hood
Texas,Hopkins,56,Texas Hopkins
Texas,Houston,38,Texas Houston
Texas,Howard,43,Texas Howard
Texas,Hudspeth,38,Texas Hudspeth
Texas,Hunt,146,Texas Hunt
Texas,Hutchinson,35,Texas Hutchinson
Texas,Irion,7,Texas Irion
Texas,Jack,34,Texas Jack
Texas,Jackson,33,Texas Jackson
Texas,Jasper,48,Texas Jasper
Texas,Jeff Davis,7,Texas Jeff Davis
Texas,Jefferson,386,Texas Jefferson
Texas,Jim Hogg,38,Texas Jim Hogg
Texas,Jim Wells,64,Texas Jim Wells
Texas,Johnson,126,Texas Johnson
Texas,Jones,19,Texas Jones
Texas,Karnes,17,Texas Karnes
Texas,Kaufman,251,Texas Kaufman
Texas,Kendall,74,Texas Kendall
Texas,Kenedy,18,Texas Kenedy
Texas,Kent,6,Texas Kent
Texas,Kerr,94,Texas Kerr
Texas,Kimble,15,Texas Kimble
Texas,King,1,Texas King
Texas,Kinney,15,Texas Kinney
Texas,Kleberg,76,Texas Kleberg
Texas,Knox,10,Texas Knox
Texas,La Salle,23,Texas La Salle
Texas,Lamar,75,Texas Lamar
Texas,Lamb,30,Texas Lamb
Texas,Lampasas,33,Texas Lampasas
Texas,Lavaca,29,Texas Lavaca
Texas,Lee,41,Texas Lee
Texas,Leon,40,Texas Leon
Texas,Liberty,72,Texas Liberty
Texas,Limestone,63,Texas Limestone
Texas,Lipscomb,10,Texas Lipscomb
Texas,Live Oak,40,Texas Live Oak
Texas,Llano,50,Texas Llano
Texas,Loving,4,Texas Loving
Texas,Lubbock,430,Texas Lubbock
Texas,Lynn,20,Texas Lynn
Texas,Madison,24,Texas Madison
Texas,Marion,15,Texas Marion
Texas,Martin,8,Texas Martin
Texas,Mason,9,Texas Mason
Texas,Matagorda,76,Texas Matagorda
Texas,Maverick,93,Texas Maverick
Texas,McCulloch,12,Texas McCulloch
Texas,McLennan,353,Texas McLennan
Texas,McMullen,5,Texas McMullen
Texas,Medina,65,Texas Medina
Texas,Menard,10,Texas Menard
Texas,Midland,177,Texas Midland
Texas,Milam,58,Texas Milam
Texas,Mills,10,Texas Mills
Texas,Mitchell,11,Texas Mitchell
Texas,Montague,25,Texas Montague
Texas,Montgomery,646,Texas Montgomery
Texas,Moore,49,Texas Moore
Texas,Morris,23,Texas Morris
Texas,Motley,2,Texas Motley
Texas,Nacogdoches,105,Texas Nacogdoches
Texas,Navarro,131,Texas Navarro
Texas,Newton,23,Texas Newton
Texas,Nolan,29,Texas Nolan
Texas,Nueces,305,Texas Nueces
Texas,Ochiltree,19,Texas Ochiltree
Texas,Oldham,11,Texas Oldham
Texas,Orange,140,Texas Orange
Texas,Palo Pinto,55,Texas Palo Pinto
Texas,Panola,56,Texas Panola
Texas,Parker,117,Texas Parker
Texas,Parmer,19,Texas Parmer
Texas,Pecos,36,Texas Pecos
Texas,Polk,96,Texas Polk
Texas,Potter,201,Texas Potter
Texas,Presidio,10,Texas Presidio
Texas,Rains,22,Texas Rains
Texas,Randall,174,Texas Randall
Texas,Reagan,20,Texas Reagan
Texas,Real,8,Texas Real
Texas,Red River,29,Texas Red River
Texas,Reeves,45,Texas Reeves
Texas,Refugio,42,Texas Refugio
Texas,Roberts,6,Texas Roberts
Texas,Robertson,34,Texas Robertson
Texas,Rockwall,119,Texas Rockwall
Texas,Runnels,26,Texas Runnels
Texas,Rusk,72,Texas Rusk
Texas,Sabine,16,Texas Sabine
Texas,San Augustine,17,Texas San Augustine
Texas,San Jacinto,59,Texas San Jacinto
Texas,San Patricio,109,Texas San Patricio
Texas,San Saba,9,Texas San Saba
Texas,Schleicher,11,Texas Schleicher
Texas,Scurry,26,Texas Scurry
Texas,Shackelford,15,Texas Shackelford
Texas,Shelby,31,Texas Shelby
Texas,Sherman,10,Texas Sherman
Texas,Smith,331,Texas Smith
Texas,Somervell,41,Texas Somervell
Texas,Starr,106,Texas Starr
Texas,Stephens,25,Texas Stephens
Texas,Sterling,4,Texas Sterling
Texas,Stonewall,7,Texas Stonewall
Texas,Sutton,14,Texas Sutton
Texas,Swisher,11,Texas Swisher
Texas,Tarrant,"1,377",Texas Tarrant
Texas,Taylor,195,Texas Taylor
Texas,Terrell,13,Texas Terrell
Texas,Terry,34,Texas Terry
Texas,Throckmorton,7,Texas Throckmorton
Texas,Titus,59,Texas Titus
Texas,Tom Green,166,Texas Tom Green
Texas,Travis,"1,497",Texas Travis
Texas,Trinity,18,Texas Trinity
Texas,Tyler,30,Texas Tyler
Texas,Upshur,76,Texas Upshur
Texas,Upton,21,Texas Upton
Texas,Uvalde,34,Texas Uvalde
Texas,Val Verde,64,Texas Val Verde
Texas,Van Zandt,74,Texas Van Zandt
Texas,Victoria,193,Texas Victoria
Texas,Walker,88,Texas Walker
Texas,Waller,72,Texas Waller
Texas,Ward,31,Texas Ward
Texas,Washington,55,Texas Washington
Texas,Wharton,71,Texas Wharton
Texas,Wheeler,9,Texas Wheeler
Texas,Wichita,171,Texas Wichita
Texas,Wilbarger,18,Texas Wilbarger
Texas,Willacy,38,Texas Willacy
Texas,Williamson,494,Texas Williamson
Texas,Wilson,69,Texas Wilson
Texas,Winkler,29,Texas Winkler
Texas,Wise,138,Texas Wise
Texas,Wood,59,Texas Wood
Texas,Yoakum,20,Texas Yoakum
Texas,Young,33,Texas Young
Texas,Zapata,107,Texas Zapata
Utah,Beaver,78,Utah Beaver
Utah,Box Elder,84,Utah Box Elder
Utah,Cache,148,Utah Cache
Utah,Carbon,46,Utah Carbon
Utah,Daggett,23,Utah Daggett
Utah,Davis,354,Utah Davis
Utah,Duchesne,52,Utah Duchesne
Utah,Emery,42,Utah Emery
Utah,Garfield,26,Utah Garfield
Utah,Grand,34,Utah Grand
Utah,Iron,78,Utah Iron
Utah,Juab,21,Utah Juab
Utah,Kane,30,Utah Kane
Utah,Millard,47,Utah Millard
Utah,Morgan,13,Utah Morgan
Utah,Piute,3,Utah Piute
Utah,Rich,10,Utah Rich
Utah,Salt Lake County Unified Police Department,435,Utah Salt Lake County Unified Police Department
Utah,San Juan,32,Utah San Juan
Utah,Sanpete,55,Utah Sanpete
Utah,Sevier,65,Utah Sevier
Utah,Summit,106,Utah Summit
Utah,Tooele,105,Utah Tooele
Utah,Uintah,68,Utah Uintah
Utah,Utah,359,Utah Utah
Utah,Wasatch,46,Utah Wasatch
Utah,Washington,152,Utah Washington
Utah,Wayne,6,Utah Wayne
Utah,Weber,92,Utah Weber
Vermont,Addison,10,Vermont Addison
Vermont,Bennington,11,Vermont Bennington
Vermont,Caledonia,4,Vermont Caledonia
Vermont,Chittenden,18,Vermont Chittenden
Vermont,Essex,2,Vermont Essex
Vermont,Franklin,21,Vermont Franklin
Vermont,Lamoille,23,Vermont Lamoille
Vermont,Orange,6,Vermont Orange
Vermont,Orleans,6,Vermont Orleans
Vermont,Rutland,21,Vermont Rutland
Vermont,Washington,13,Vermont Washington
Vermont,Windham,17,Vermont Windham
Vermont,Windsor,15,Vermont Windsor
Virginia,Accomack,61,Virginia Accomack
Virginia,Albemarle County Police Department,138,Virginia Albemarle County Police Department
Virginia,Alleghany,61,Virginia Alleghany
Virginia,Amelia,22,Virginia Amelia
Virginia,Amherst,66,Virginia Amherst
Virginia,Appomattox,32,Virginia Appomattox
Virginia,Arlington County Police Department,419,Virginia Arlington County Police Department
Virginia,Augusta,68,Virginia Augusta
Virginia,Bath,16,Virginia Bath
Virginia,Bedford,83,Virginia Bedford
Virginia,Bland,17,Virginia Bland
Virginia,Botetourt,111,Virginia Botetourt
Virginia,Brunswick,34,Virginia Brunswick
Virginia,Buchanan,46,Virginia Buchanan
Virginia,Buckingham,25,Virginia Buckingham
Virginia,Campbell,65,Virginia Campbell
Virginia,Caroline,68,Virginia Caroline
Virginia,Carroll,35,Virginia Carroll
Virginia,Charles City,15,Virginia Charles City
Virginia,Charlotte,34,Virginia Charlotte
Virginia,Chesterfield County Police Department,573,Virginia Chesterfield County Police Department
Virginia,Clarke,29,Virginia Clarke
Virginia,Craig,14,Virginia Craig
Virginia,Culpeper,95,Virginia Culpeper
Virginia,Cumberland,22,Virginia Cumberland
Virginia,Dickenson,30,Virginia Dickenson
Virginia,Dinwiddie,42,Virginia Dinwiddie
Virginia,Essex,24,Virginia Essex
Virginia,Fairfax County Police Department,"1,777",Virginia Fairfax County Police Department
Virginia,Fauquier,124,Virginia Fauquier
Virginia,Floyd,27,Virginia Floyd
Virginia,Fluvanna,37,Virginia Fluvanna
Virginia,Franklin,90,Virginia Franklin
Virginia,Frederick,126,Virginia Frederick
Virginia,Giles,35,Virginia Giles
Virginia,Gloucester,95,Virginia Gloucester
Virginia,Goochland,41,Virginia Goochland
Virginia,Grayson,28,Virginia Grayson
Virginia,Greene,38,Virginia Greene
Virginia,Greensville,33,Virginia Greensville
Virginia,Halifax,40,Virginia Halifax
Virginia,Hanover,232,Virginia Hanover
Virginia,Henrico County Police Department,770,Virginia Henrico County Police Department
Virginia,Henry,121,Virginia Henry
Virginia,Highland,12,Virginia Highland
Virginia,Isle of Wight,48,Virginia Isle of Wight
Virginia,James City County Police Department,97,Virginia James City County Police Department
